"Datum zahájení";"Město";"Název";"Odběratel";"Ulice";"Číslo faktury";"Jazyk";"GPS";"Poznámka";"Ozvučení";"Čas příjezdu (na akci)";"Čas odjezdu (na akci)";"Příprava";"Smlouva";"Web";"Kontaktní osoby";"Země";"Kraj";"Způsob dopravy"
"19.6.2025";"České Budějovice";"České Budějovice 19.6.2025";"HUKOT CB,z.s.";"Plachého";"P-př.028/2025";"Čeština";"48.977192,14.475283";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.6.2025";"Litomyšl";"Litomyšl 18.6.2025";"Náboženská obec Církve československé husitské v Litomyšli";"Toulcovo náměstí";"P-hot.001/2025";"Čeština";"49.871311,16.311963";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"21.6.2025";"Kutná Hora";"Kutná Hora 21-22.6.2025";"Stříbrná Kutná Hora, z.s.";"Areál historického města";"P-př.025/2025";"Čeština";"49.945018,15.263000";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.6.2025";"Liberec";"Liberec 21.6.2025";"Komunitní středisko KONTAKT Liberec, příspěvková organizace";"Park u paláce Liebek - U Tiskárny 81/1, Liberec 5).";"A-př.008/2025";"Čeština";"50.766770,15.062717";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.6.2025";"Liberec";"Liberec 21.6.2025";"ZDVOJENO";"Park u paláce Liebek - U Tiskárny 81/1, Liberec 5).";"ZDVOJENO";"Čeština";"50.766770,15.062717";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"21.6.2025";"Zbudov";"Zbudov 21.6.2025";"Obec Dívčice";"Pomník Jakuba Kubaty";"P-př.024/2025";"Čeština";"49.088798,14.327161";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"21.6.2025";"Luka nad Jihlavou";"Luka nad Jihlavou 21.6.2025";"Mateřské centrum Domeček Luka nad Jihlavou, z.s.";"Travnatý prostor za zdravotním střediskem,";"P-př.027/2025";"Čeština";"49.372920,15.702010";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"21.6.2025";"Pěčice";"Pěčice 21.6.2025";"Obec Pěčice";"areál fotbalového hřiště";"P-př.026/2025";"Čeština";"50.347971,15.005341";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"28.6.2025";"České Budějovice";"České Budějovice 28.6.2025";"Umění ve městě, z. s.";"Havraní náměstí";"A-př.009/2025";"Čeština";"48.977569,14.471889";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"29.6.2025";"České Budějovice";"České Budějovice 29.6.2025";"Budweis Group s.r.o.";"Čez areál Vltava";"P-př.029/2025";"Čeština";"48.99497,14.45642";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"2.7.2025";"Chlum u Třeboně";"Chlum u Třeboně 2.7.2025";"Městys Chlum u Třeboně";"Zahrada Městyse";"P-př.030/2025";"Čeština";"48.962953,14.930103";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"5.7.2025";"Mikulášovice";"Mikulášovice 5.7.2025";"Thonmi z.s.";"Areál Thonmi z.s.";"P-př.031/2025";"Čeština";"50.985392,14.343616";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"4.7.2025";"Krakovec";"Krakovec 4-5.7.2025";"Ing. Petr Dočkal";"Pod hradem";"P-př.032/2025";"Čeština";"50.016193,13.640351";"Moderování";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"13.7.2025";"Horní Planá";"Horní Planá 13.7.2025";"Město Horní Planá";"U kašny";"P-př.033/2025";"Čeština";"48.767048,14.032450";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.7.2025";"Červená Lhota";"Červená Lhota 17.7.2025";"Václav Koubek";"Exteriérové  divadlo";"A-hot.002/2025";"Čeština";"49.248006,14.884367";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.7.2025";"Praha ";"Praha 16.7.2025";"Pragosound s.r.o.";"Žofín";"A-př.010/2025";"Čeština";"50.079197,14.412489";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"18.7.2025";"Plzeň";"Plzeň 18.7.2025";"Yellow Pro, s. r. o.";"Pivovar";"A-př.011/2025";"Čeština";"49.747089,13.386766";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"19.7.2025";"Dub";"Dub 19.7.2025";"Městys Dub";"Sportovní areál";"P-př.034/2025";"Čeština";"49.108222,14.009893";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.7.2025";"Teplice";"Teplice - 20.7.2025";"Malá Paříž z.s.";"Zámecká zahrada - u opic";"P-př.035/2025";"Čeština";"50.634059,13.826663";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"20.7.2025";"Lipno nad Vltavou ";"Lipno nad Vltavou 20.7.2025";"LIPNO SERVIS s.r.o.";"V korunách Stromů";"A-př.012/2025";"Čeština";"48.651368,14.234265";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.7.2025";"České Budějovice";"České Budějovice 20.7.2025";"Budweis Group s.r.o.";"ČEZ AREÁL VLTAVA";"A-př.013/2025";"Čeština";"48.99497,14.45642";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"26.7.2025";"Nové Dvory";"Nové Dvory 26.7.2025";"Městys Nové Dvory";"Travnatý areál za kostelem sv.Anny";"P-př.036/2025";"Čeština";"49.971347,15.323996";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"26.7.2025";"Holašovice";"Holašovice 26.7.2025";"Obec Jankov";"Náves";"P-př.037/2025";"Čeština";"00245020";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"27.7.2025";"Holašovice";"Holašovice 27.7.2025";"Obec Jankov";"Náves";"P-př.037/2025";"Čeština";"00245020";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.7.2025";"Horní Planá";"Horní Planá 30.7.2025";"Město Horní Planá";"Infocentrum sál";"A-př.014/2025";"Čeština";"48.767048,14.032450";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"2.8.2025";"Velká Bíteš";"Velká Bíteš 2.8.2025";"Jakub Skočdopole";"Fotbalové hřiště";"A-př.015/2025";"Čeština";"49.295727,16.223800";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"2.8.2025";"Vlašim";"Vlašim 2.8.2025";"Kulturní dům Blaník Vlašim, příspěvková organizace";"KD";"A-př.016/2025";"Čeština";"49.706982,14.895977";"(místo Kouzelný zvoneček";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"2.8.2025";"Týnec nad Sázavou";"Týnec nad Sázavou 2.8.2025";"Kulturní centrum Týnec, příspěvková organizace";"Hrad";"P-př.038/2025";"Čeština";"49.830258,14.593185";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.8.2025";"Červená Lhota";"Červená Lhota 9.8.2025";"Vesnický hudební klub z. s.";"exteriérové divadlo";"P-hot.002/2025";"Čeština";"49.248006,14.884367";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"9.8.2025";"Náchod";"Náchod 9..8.2025";"Jaromír Havlíček";"Náměstí";"A-př.017/2025";"Čeština";"50.416749,16.163375";"Moderátor";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"10.8.2025";"Náchod";"Náchod 10.8.2025";"ZDVOJENO";"Náměstí";"ZDVOJENO";"Čeština";"50.416749,16.163375";"Moderátor";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"16.8.2025";"Seeberg";"Seeberg 16.8.2025";"Divadlo kejklíře Slávka";"Hrad";"P-př.040/2025";"Čeština";"50.132017,12.283418";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"16.8.2025";"Hořice na Šumavě";"Hořice na Šumavě 16.8.2025";"Hořický cvrkot, z.s.";"Přírodní amfiteátr";"P-př.039/2025";"Čeština";"48.759329,14.172124";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.8.2025";"Černošice";"Černošice 16.8.2025";"Město Černošice";"Komenského";"A-př.019/2025";"Čeština";"49.963428,14.322301";"Místo Zvonečku";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"16.8.2025";"Libnč";"Libnič 16.8.2025";"MAREDIV s.r.o.";"Náves";"A-př.018/2025";"Čeština";"49.019895,14.543601";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.8.2025";"Štěpánovice";"Štěpánovice 17.8.2025";"Obec Štěpánovice";"Sokolovna";"A-př.020/2025";"Čeština";"49.001430,14.652727";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.8.2025";"Havlíčkův Brod";"Havlíčkův Brod 20.8.2025";"Luboš Sobotka";"Náměstí";"A-př.021/2025";"Čeština";"49.606612,15.579327";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"21.8.2025";"Třebíč";"Třebíč 21.8.2025";"Skupina historického šermu GRÁL";"Pohádková ulička s Karlem IV.";"A-př.022/2025";"Čeština";"49.216832,15.877071";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"22.8.2025";"Lenora";"Lenora 22.8.2025";"Obec Lenora";"Lenora 36, před obecním úřadem";"P-př.041/2025";"Čeština";"48.922711,13.798445";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.8.2025";"Lednice";"Lednice 22.8.2025";"Obec Lednice";"Kolonáda";"A-př.023/2025";"Čeština";"48.789756,16.819395";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"23.8.2025";"Červená Lhota";"Červená Lhota 23.8.2025";"Vesnický hudební klub z. s.";"exteriérové divadlo";"A-hot.003/2025";"Čeština";"49.248006,14.884367";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.8.2025";"Kadaň";"Kadaň 23.8.2025";"Město Kadaň";"Smetanovy sady";"P-př.042/2025";"Čeština";"50.378307,13.266489";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"24.8.2025";"Lipno nad Vltavou ";"Lipno nad Vltavou 24.8.2025";"LIPNO SERVIS s.r.o.";"Pláž pod plaveckým bazénem";"A-př.024/2025";"Čeština";"48.640383,14.221705";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.7.2006";"Karlovy Vary";"Karlovy Vary 12-17.7.2006";"Karlovarské hudební divadlo";"Most u pivovaru";"P-hot.28/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"15.7.2006";"Horní Planá";"Horní Planá 15.7.2006";"GAPA";"Náměstí";"P-hot.29/2006";"Čeština";"48.767048,14.032450";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.7.2006";"Černá v Pošumaví";"Černá v Pošumaví 16.7.2006";"Art service Vladimíra Štěpánková";"Zahrada Mš";"P-hot.30/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.7.2006";"Dačice";"Dačice 16.7.2006";"Město Dačice";"Mětská knihovna";"P-hot.31/2006";"Čeština";"49.080275,15.430664";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.7.2006";"Černá v Pošumaví";"Černá v Pošumaví 23.7.2006";"Art service Vladimíra Štěpánková";"Zahrada Mš";"P-hot.32/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.7.2006";"Týn nad Vltavou ";"Týn nad Vltavou 22.7.2006";"Město Týn nad Vltavou";"Náměstí";"P-hot.33/2006";"Čeština";"49.223314,14.421317";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.7.2006";"Chlum u Třeboně";"Chhlum u Třeboně 24.7.2006";"Městys Chlum u Třeboně";"KD";"P-hot.34/2006";"Čeština";"48.957443,14.931625";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.7.2006";"Černá v Pošumaví";"Černá v Pošumaví 30.7.2006";"Art service Vladimíra Štěpánková";"Zahrada Mš";"P-hot.35/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.7.2006";"České Budějovice";"České Budějovice 19.7.2006";"Bazilika o.p.s.";"Radnice";"P-přijm.06/2006";"Čeština";"48.974348,14.472802";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"15.7.2006";"Vlašim";"Vlašim 15.7.2006";"Kulturní dům Blaník Vlašim, příspěvková organizace";"Park";"P-př.22/2006";"Čeština";"49.707108,14.895910";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"22.7.2006";"Týn nad Vltavou ";"Týn nad Vltavou 22.7.2006";"Divadlo Emilion";"Náměstí";"P-př.23/2006";"Čeština";"49.223377,14.421263";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.7.2006";"Jihlava";"Jihlava 23.7.2006";"Luboš Sobotka";"Parkán";"P-př.24/2006";"Čeština";"49.394768,15.587188";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"22.7.2006";"Vrchlabí";"Vrchlabí 22.7.2006";"Kulturní dům Střelnice";"náměstí";"P-př.25/2006";"Čeština";"50.627723,15.609814";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"19.7.2006";"Velehrad";"Velehrad 19.7.2006";"Markéta Šlachtová";"Bazilika";"P-př.26/2006";"Čeština";"49.103961,17.394775";"Doprava";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"29.7.2006";"Dvůr Králové nad Labem";"Žírec 29.7.2006";"Oblastní charita Červený Kostelec";"Dům Sv.Josefa";"P-př.27/2006";"Čeština";"50.41267,15.85281";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"29.7.2006";"Popovice";"Popovice 29.7.2006";"Obec Popovice";"Víceúčelové sportoviště";"P-př.28/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"29.7.2006";"Vlašim";"Vlašim 29.7.2006";"Kulturní dům Blaník Vlašim, příspěvková organizace";"Zámecký park";"P-př.29/2006";"Čeština";"49.70726,14.89592";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"13.7.2007";"České Budějovice";"České Budějovice 13.7.2006";"Bazilika o.p.s.";"Silnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animate workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.7.2006";"České Budějovice";"České Budějovice 20.7.2006";"Bazilika o.p.s.";"Solnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animace workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"3.8.2006";"České Budějovice";"České Budějovice 3.8.2006";"Bazilika o.p.s.";"Solnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animace workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.8.2006";"České Budějovice";"České Budějovice 18.8.2006";"Bazilika o.p.s.";"Solnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animace workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"31.8.2006";"České Budějovice";"České Budějovice 31.8.2006";"Bazilika o.p.s.";"Solnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animace workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"13.7.2006";"České Budějovice";"České Budějovice 13.7.2006";"Bazilika o.p.s.";"Solnice";"A-hot.49/2006";"Čeština";"48.974512,14.472257";"Animace workshop";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.8.2006";"České Budějovice";"České Budějovice 16.8.2006";"Bazilika o.p.s.";"Radnice";"P-hot.39/2006";"Čeština";"48.97435,14.47280";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.8.2006";"Bechyně";"Bechyně 12.8.2006";"Kulturní středisko města Bechyně";"Klášterní zahrada";"P-hot.36/2006";"Čeština";"49.29547,14.47090";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"13.8.2006";"Grunbach";"Grunbach 13.8.2006";"Samhaber Thomas";"???";"P-hot.37/2006";"Němčina";"";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"16.8.2006";"Dolní Radíkov";"Dolní Radíkov 16.8.2006";"DDM Jindřichův Hradec";"Dětský tábor";"P-hot.38/2006";"Čeština";"49.076100,15.286700";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.8.2006";"Staré Město pod Landštejnem";"Staré Město pod Landštejnem 19.8.2006";"Městys Staré Město pod Landštejnem";"Náměstí";"P-př.33/2006";"Čeština";"49.00415,15.25368";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.8.2006";"Volary";"Volary 19.8.2006";"Agentura Kultur-Kontakt";"Náměstí";"P-hot.41/2006";"Čeština";"48.91019,13.89110";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.8.2006";"Vyšší Brod";"Vyšší Brod 19.8.2006";"Město Vyšší Brod";"Náměstí";"P-hot.42/2006";"Čeština";"48.61565,14.31211";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.8.2006";"České Budějovice";"České Budějovice 25.8.2006";"SUD";"SUD";"P-přijm.05/2006";"Čeština";"48.97578,14.47633";"Divadelní dílna";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"26.8.2006";"Kopřivnice";"Kopřivnice 26.8.2006";"Ludvík Moravia s.r.o.";"Před KD";"P-hot.44/2006";"Čeština";"49.59936,18.14498";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"29.8.2025";"Vimperk";"Vimperk 29.8.2025";"Městské kulturní středisko Vimperk";"přilehlý park u ZŠ TGM, budova v ul. Pražská";"P-př.043/2025";"Čeština";"49.053156,13.778373";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.8.2025";"Dobřichovice";"Dobřichovice 30.8.2025";"Město Dobřichovice";"Pod mostem Palackého";"P-př.044/2025";"Čeština";"49.926043,14.275275";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"31.8.2025";"České Budějovice";"České Budějovice 31.8.2025";"Budweis Group s.r.o.";"Čez areál Vltava";"P-př.045/2025";"Čeština";"48.99497,14.45642";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.8.2025";"Žatec";"Žatec 30.8.2025";"Ing. Petr Dočkal";"Náměstí";"A-př.025/2025";"Čeština";"50.327419,13.543345";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"2.9.2006";"Všeradice";"Všeradice 2.9.2006";"Tomáš Suchý";"Areál U Bobeše";"A-hot.45/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"3.9.2006";"Reingers";"Reingers 3.9.2006";"Togethr gottreid voneimem";"???";"A-hot.46/2006";"Němčina";"48.966471,15.148713";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"6.9.2025";"Zehuby";"Zehuby 6.9.2025";"VesSpolek, z.s.";"Zehuby 6 - požární zbrojnice";"P-př.046/2025";"Čeština";"49.870124,15.482991";"(Bajky)";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"6.9.2025";"České Budějovice";"České Budějovice 6.9.2025";"Umění ve městě, z. s.";"Park U Rabeštejnské věže";"P-př.047/2025";"Čeština";"48.977569,14.471889";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.9.2025";"Náchod";"Náchod 6.9.2025";"MĚSTO NÁCHOD";"Zámek";"P-př.048/2025";"Čeština";"50.420295,16.161174";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"7.9.2025";"Opava";"Opava 7.9.2025";"Středisko volného času, Opava, příspěvková organizace";"Zahrada + scéna loutkového divadla";"P-př.049/2025";"Čeština";"49.937232,17.891051";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"7.9.2025";"Svitavy";"Svitavy 7.9.2025";"Středisko kulturních služeb města Svitavy";"náměstí Míru Svitavy, horní část náměstí před Základní školou Svitavy, nám. Míru 73";"P-př.050/2025";"Čeština";"49.756105,16.468236";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"12.9.2025";"Vrdy";"Vrdy 12.9.2025";"Czech marketing, s.r.o.";"Goldbeck, areál firmy";"P-př.051/2025";"Čeština";"49.925715,15.469590";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"13.9.2025";"Strážnice";"Strážnice 13.9.2025";"Kulturní dům Strážničan ve Strážnici, příspěvková organizace";"Farní zahrada-Kostelní";"P-př.052/2025";"Čeština";"48.900782,17.313061";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"13.9.2025";"Tábor";"Tábor - 13.9.2025";"Město Tábor";"Holečkovy sady";"P-př.053/2025";"Čeština";"49.413011,14.654968";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"13.9.2025";"Tábor";"Tábor 13.9.2025";"Město Tábor";"Holečkovy sady";"P-př.054/2025";"Čeština";"49.413011,14.654968";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.9.2025";"Anín";"Anín 19.9.2025";"Czech marketing, s.r.o.";"Goldbeck";"P-př.055/2025";"Čeština";"49.418754,17.285735";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"20.9.2025";"Křemže";"Křemže 20.9.2025";"Městys Křemže";"Sousedské bramborové trhy";"P-př.056/2025";"Němčina";"48.90448,14.30538";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"21.9.2025";"Český Brod";"Český Brod 20.9.2025";"Centrum vzdělávání, informací a kultury";"Náměstí Arnošta z Pardubic";"P-př.057/2025";"Čeština";"50.074132,14.860535";"Jaromil místo Zvonečku pro štěstí";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.9.2025";"Český Brod";"Český Brod 21.9.2025";"Centrum vzdělávání, informací a kultury";"Náměstí Arnošta z Pardubic";"P-př.057/2025";"Čeština";"50.074132,14.860535";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
